,tweet,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment
226,great day international group demonstrating great work pearl_mussel farmer delivering en httpstcoo14raxyoxn,17,140,7.294117647058823,4,0,0,0,0.5333333333333333
227,saveleitrim env_pillar ellamcsweeney citizassembly certainly large scale cumulative plantation forestry reducing biodive,16,140,7.8125,3,0,0,1,0.21428571428571427
228,1000 school took part final 10 vote follow u twitter andor facebook,22,139,4.75,7,0,0,1,0.0
229,pearl_mussel thanks joe mannion forumconnemara facilitating great networking event biodiversity wee,22,140,5.666666666666667,8,0,0,1,0.5
230,biodatacentre hosting monthlong virtual festival farmland biodiversity may focus challe,20,140,6.05,7,0,0,1,0.0
231,h_dundon liamly window opportunity closing fast subsidy increase silage increase,21,140,5.714285714285714,6,1,0,1,0.2
232,liamly window opportunity closing fast subsidy increase silage httpstcomijvfljkcn,19,140,6.421052631578948,6,1,0,0,0.2
233,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
234,mitchellosak high_times_mag attn michealmartintd leovaradkar eamonryan maryloumcdonald pearsedoherty httpstcopwqvwrf6sx,10,135,12.6,0,0,0,1,0.0
235,1000 school took part final 10 vote follow u twitter andor facebook,22,139,4.75,7,0,0,1,0.0
236,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer httpstcogw4chtsoxk,9,138,14.444444444444445,0,0,0,0,0.0
237,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
238,minister today announced next tranche organic processing investment grant scheme open,19,140,6.421052631578948,5,0,0,1,0.0
239,leafireland check 3 year anchoillbheag thomondcommcoll flourishing planted 2nd yr woodwork st,23,140,5.130434782608695,8,1,1,1,0.0
240,minister today announced next tranche organic processing investment grant scheme open,19,140,6.421052631578948,5,0,0,1,0.0
241,biodcon_ie noonan_malcolm depthousingirl notice_nature citizassembly irishenvnet npwsbiodata natcap_irl httpstcowhu1ppzhqk,9,136,14.222222222222221,0,0,0,0,0.0
242,biodcon_ie noonan_malcolm depthousingirl notice_nature citizassembly irishenvnet npwsbiodata natcap_irl httpstcokx4g7vi1dn,9,136,14.222222222222221,0,0,0,0,0.0
243,calculate food waste business find optimization programme new programme httpstcodzd0nqlwam,21,140,5.409090909090909,9,0,0,0,-0.03181818181818183
244,look pinned tweet well recently sent rush juncus biochar lab got simila httpstcoebowxdiu9l,25,140,4.833333333333333,9,1,0,0,0.0
245,7farmers day caoimhe murphy sarah healy ben dowling angelinaanna sasunts group junior infant 2nd class scoi,16,140,6.421052631578948,0,0,0,1,0.0
246,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor fac,17,140,6.0,1,0,0,1,0.0
247,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
248,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
249,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
250,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
251,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
252,concern arent good enough action needed httpstcow61gs2byjl,14,126,8.071428571428571,3,0,0,0,0.26666666666666666
253,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
254,bog time mia guilfoyle eleanor mccormack angeline leonardo sophie hunt group 3rd 6th class stevins sch,17,140,6.05,0,0,0,1,0.0
255,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
256,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
257,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
258,analyticsinsire introducing finalist 2022 analytics amp ai award public sector analytics year category spon,21,144,5.904761904761905,5,0,1,2,0.0
259,check 3 year anchoillbheag thomondcommcoll flourishing planted 2nd yr wood httpstcoyedev2jfy8,21,140,5.714285714285714,8,1,1,0,0.0
260,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
261,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
262,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
263,leafireland happy biodiversityweek2022 listen throwback 2019 student limerick school sing,20,139,6.0,5,1,0,1,0.8
264,happy biodiversityweek2022 listen throwback 2019 student limerick school sing httpstcongnot8lzzm,18,140,6.833333333333333,5,1,0,0,0.8
265,analyticsinsire csoireland ordnanceireland congrats finalist,9,92,9.333333333333334,2,0,0,0,0.0
266,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
267,introducing finalist 2022 analytics amp ai award public sector analytics year category httpstconq422gc1zo,20,144,6.25,5,0,1,1,0.0
268,minister today announced next tranche organic processing investment grant scheme open,19,140,6.421052631578948,5,0,0,1,0.0
269,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
270,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
271,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
272,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
273,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
274,mick_gaffney job alert beyond peat looking recruit 48 month term postdoctoral candi,22,140,5.409090909090909,4,0,1,1,0.0
275,job alert beyond peat looking recruit 48 month term postdoctoral httpstco1ngwahn3yt,20,140,6.05,4,0,1,0,0.0
276,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
277,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor fac,17,140,6.0,1,0,0,1,0.0
278,farmers4safety youtube clip highlight danger risk come slurry gas irishrurallink brid,19,140,6.421052631578948,5,0,0,1,0.0
279,farmers4safety youtube clip highlight danger risk come slurry gas irishrurallink brid,19,140,6.421052631578948,5,0,0,1,0.0
280,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
281,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
282,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
283,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
284,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
285,siobhanoconnor3 17 month postdoc position open anyone interested farmer mental health help,21,140,5.714285714285714,5,0,1,1,0.049999999999999996
286,17 month postdoc position open anyone interested farmer mental health h httpstcomtyxboauo,20,140,6.05,5,0,1,0,0.049999999999999996
287,never used barbed wire fencing httpstcor32zwdlg3s,8,77,8.5,1,0,0,0,0.0
288,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
289,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
290,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
291,minister today announced next tranche organic processing investment grant scheme open,19,140,6.421052631578948,5,0,0,1,0.0
292,4m brexit seafood processing capital support scheme read httpstcorevhgtsc8e brexit seafood httpstcoq40c68cbij,12,137,8.714285714285714,1,2,0,0,0.0
293,minister today announced next tranche organic processing investment grant scheme open,19,140,6.421052631578948,5,0,0,1,0.0
294,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
295,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
296,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
297,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
298,pamela49986311 ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia patkennynt,11,140,11.818181818181818,0,0,0,1,0.0
299,ethicalfarmie newstalkfm irishtimes independent_ie irishexaminer ifamedia httpstcomydhdjwpl3,9,132,13.777777777777779,0,0,0,0,0.0
300,youtube clip highlight danger risk come slurry gas irishrurallink httpstcoyz9sv93stc,17,138,7.176470588235294,5,0,0,0,0.0
301,biodatacentre hosting monthlong virtual festival farmland biodiversity may focus challe,20,140,6.05,7,0,0,1,0.0
302,vistamilk vistamilk postdoc dara leong teagascfood telling u work developing digestion model morning,22,140,5.409090909090909,7,1,0,1,0.0
303,next monthly digitalisingdairy zoom postdoc danpmartins waltoninst setu_research presenting rece httpstcoumlrgislj0,15,140,8.4,3,1,0,0,0.0
304,vistamilk postdoc dara leong teagascfood telling u work developing digestion model morning httpstcoiforlvlk9v,18,140,6.833333333333333,5,0,0,0,0.0
305,sfs_ireland delighted welcome tanzania livestock research institute taliri ministry livestock fishery li,20,140,6.05,6,0,0,2,0.75
306,depthousingirl opw heritagehubire biodatacentre birdsmatter_ie peatlandconserv httpstcoxh0vgss8u,8,125,14.75,0,0,0,0,0.0
307,biosci_ul delighted welcome martinheydonfg biosci_ul discus research kenbyrne8 eibhli,18,140,6.833333333333333,5,0,0,1,0.75
308,sfs_ireland delighted welcome tanzania livestock research institute taliri ministry livestock fishery li,20,140,6.05,6,0,0,2,0.75
309,sfs_ireland tomarnoldceo irish government special envoy food system met partner maziwa faida projec,21,140,5.714285714285714,7,0,0,3,0.17857142857142858
310,delighted welcome martinheydonfg biosci_ul discus research httpstcooejcejhohn,15,130,7.733333333333333,5,0,0,0,0.75
311,pearl_mussel forumconnemara connemaranp first speaker look particularly interesting though httpstco32uiiudhbr,12,140,10.75,0,0,0,0,0.375
312,pearl_mussel thanks joe mannion forumconnemara facilitating great networking event biodiversity wee,22,140,5.666666666666667,8,0,0,1,0.5
313,lifeonmachair nature farming go hand hand depthousingirl teagascenviron,13,116,8.0,2,0,0,1,0.0
314,said lufthansa flyswiss staff embargo imposed irish government pet tra httpstcot62cfxutxb,22,140,5.409090909090909,9,0,0,1,0.0
315,lifeonmachair nature farming go hand hand depthousingirl teagascenviron,13,116,8.0,2,0,0,1,0.0
316,1000 school took part final 10 vote follow u twitter andor facebook,22,139,4.75,7,0,0,1,0.0
317,nature farming go hand hand depthousingirl teagascenviron httpstcozakky8jcvu,12,121,9.166666666666666,2,0,0,0,0.0
318,9my ideal farm cian mcevoy group 3rd 6th class stcolmcille n aughnacliffe colongford follow twitter,15,139,6.368421052631579,1,0,0,2,0.45
319,pearl_mussel thanks joe mannion forumconnemara facilitating great networking event biodiversity wee,22,140,5.666666666666667,8,0,0,1,0.5
320,1000 school took part final 10 vote follow u twitter andor facebook,22,139,4.75,7,0,0,1,0.0
321,1000 school took part final 10 vote follow u twitter andor facebook yo httpstcogflom6sepz,21,140,5.043478260869565,7,0,0,0,0.0
322,animalwelfareie banbloodsports watch_welfare horseslaughter_ banhorseracingi banhorseracing1 httpstcoe9eug0r7pa,8,139,16.5,0,0,0,0,0.0
323,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
324,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
325,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
326,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
327,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
328,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
329,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor fac,17,140,6.0,1,0,0,1,0.0
330,lnbdublin would canine fertility business taking payment cryptocurrency sector contr httpstcoicls4rfotz,19,140,6.0,6,0,0,0,0.0
331,dobetterdd 669 stud ad httpstcosmtxc6wko health tested stud owner breeder big business,21,139,5.571428571428571,6,0,1,1,0.0
332,paulsmid94 see latest update recently completed facce_eragas rumenpredict research conducted ente,19,140,6.421052631578948,5,0,0,2,0.25
333,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor fac,17,140,6.0,1,0,0,1,0.0
334,reminder farmer reminded apply 2022 basic payment scheme bps midnight monday may 16,20,138,5.571428571428571,6,0,1,2,0.0
335,thanks joe mannion forumconnemara facilitating great networking event biodiversi httpstcovzzqfvqorb,20,140,6.368421052631579,8,0,0,0,0.5
336,minister announced million pilot farm environmental study fe op,19,140,6.421052631578948,5,0,0,2,0.0
337,jobfairy hiring forestry inspector number vacancy exist grade iii forestry inspector,20,139,6.105263157894737,3,2,0,3,0.0
338,mcodublin saturday mco enjoyed facilitating another fantastic deliberative dialogue session,18,139,6.777777777777778,3,0,0,2,0.45
339,jobfairy hiring forestry inspector number vacancy exist grade iii forestry inspector,20,139,6.105263157894737,3,2,0,3,0.0
340,rdm कलज ऑफ एगरकलचर मडवर क दवर जवक खद क उतपदन icarindia httpstco9kofij1wnl,15,117,6.733333333333333,0,0,0,1,0.0
341,nfgws latest edition rural water news magazine available download httpstcoj0tc2zz3l6 anforamuisce epac,18,140,6.2631578947368425,5,0,0,2,0.3
342,jobfairy hiring forestry inspector number vacancy exist grade iii forestry inspector,20,139,6.105263157894737,3,2,0,3,0.0
343,bog time mia guilfoyle eleanor mccormack angeline leonardo sophie hunt group 3rd 6th class stevins sch,17,140,6.05,0,0,0,1,0.0
344,paulsmid94 see latest update recently completed facce_eragas rumenpredict research conducted ente,19,140,6.421052631578948,5,0,0,2,0.25
345,remoh12 one telling,12,82,5.916666666666667,5,0,0,1,0.0
346,bog time mia guilfoyle eleanor mccormack angeline leonardo sophie hunt group 3rd 6th class stevins sch,17,140,6.05,0,0,0,1,0.0
347,8love past seize future james duffy group 1st year 3rd year athlone community college athlone co w,19,140,5.409090909090909,0,0,0,2,-0.08333333333333333
348,jobfairy hiring forestry inspector number vacancy exist grade iii forestry inspector,20,139,6.105263157894737,3,2,0,3,0.0
349,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
350,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
351,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
352,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
353,dscork delighted visited last week clare gormley department huge supporter th,22,140,5.086956521739131,8,0,0,1,0.3666666666666667
354,good_2grow delighted visited last week clare gormley department huge supporter,21,140,5.363636363636363,7,0,0,1,0.3666666666666667
355,delighted visited last week clare gormley department huge supp httpstcoc3uujghpg,19,140,6.0,7,0,0,0,0.3666666666666667
356,delighted visited last week clare gormley department huge supp httpstcojfqo4mw3q0,19,140,6.0,7,0,0,0,0.3666666666666667
357,1000 school took part final 10 vote 1follow u twitter andor facebook v,23,140,4.64,8,0,1,1,0.0
358,8love past seize future james duffy group 1st year 3rd year athlone community college athlone co w,19,140,5.409090909090909,0,0,0,2,-0.08333333333333333
359,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
360,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
361,naturenymph birdwatchie video explaining rodenticides effect wild bird bird prey know smaller bir,22,140,5.409090909090909,7,0,0,1,0.05
362,3the boglands mark fox group 3rd 6th class kilteevan n kilteevan co roscommon follow twitter ando httpstcove8vpwxytd,15,140,6.421052631578948,1,0,0,1,0.0
363,9my ideal farm cian mcevoy group 3rd 6th class stcolmcille n aughnacliffe colongford follow twitt httpstcosxntntzxmq,14,140,6.833333333333333,1,0,0,1,0.45
364,1bogopoly eimear lovern antigoni arvaniti ksenia kieltyka isabelle murphy group 3rd 6th class stevins sc httpstcohdk2lisyxg,15,140,7.235294117647059,0,0,0,0,0.0
365,birdwatchie video explaining rodenticides effect wild bird bird prey know smal httpstcodvsghqs4bg,20,140,6.05,7,0,0,0,0.1
366,bog time mia guilfoyle eleanor mccormack angeline leonardo sophie hunt group 3rd 6th class stevins httpstcowlijqhw6g,15,139,6.777777777777778,0,0,0,0,0.0
367,10buried past aisling obrien group 4th 6th year ballinamore c ballinamore co leitrim follow ou httpstcoza1pyfmjkg,15,140,6.421052631578948,0,0,0,1,-0.25
368,7farmers day caoimhe murphy sarah healy ben dowling angelinaanna sasunts group junior infant 2nd class httpstcoy9m1a6gk1d,15,140,6.833333333333333,0,0,0,1,0.0
369,4the hopper killian lunt group 3rd 6th class kilteevan n kilteevan co roscommon follow twitter httpstcouobid8186,15,140,6.421052631578948,1,0,0,1,0.0
370,restriction assembly live bird lifted today bird gathering show sale permitted,20,140,5.666666666666667,7,0,0,1,0.13636363636363635
371,2mediatrap amelia kobzda alison flood julia kurpis dagmara pasieka group 1st 3rd year colaiste chiarain httpstcodnqhpvtccw,15,140,6.833333333333333,0,0,0,1,0.0
372,1000 school took part final 10 vote 1follow u twitter andor facebook v,23,140,4.64,8,0,1,1,0.0
373,nfgws latest edition rural water news magazine available download httpstcoj0tc2zz3l6 anforamuisce epac,18,140,6.2631578947368425,5,0,0,2,0.3
374,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor fac,17,140,6.0,1,0,0,1,0.0
375,see latest update recently completed facce_eragas rumenpredict research conducted httpstcotzylvyj3xq,16,140,7.8125,4,0,0,1,0.25
376,farmers4safety great steering group meeting morning eipagri irishrurallink bride_project duncan,15,140,7.8125,4,1,0,2,0.8
377,farmers4safety irishrurallink bride_project duncannoneip catherineguest thehsa embracefarm httpstco96jskwwti3,9,138,14.444444444444445,0,0,0,0,0.0
378,1000 school took part final 10 vote 1follow u twitter andor facebook v,23,140,4.64,8,0,1,1,0.0
379,reminder farmer reminded apply 2022 basic payment scheme bps midnight monday may 16,20,138,5.571428571428571,6,0,1,2,0.0
380,1000 school took part final 10 vote 1follow u twitter andor facebook v,23,140,4.64,8,0,1,1,0.0
381,1000 school took part final 10 vote 1follow u twitter andor facebook v,23,140,4.64,8,0,1,1,0.0
382,jwojc bordbia ografiannafail fiannafailparty martinheydonfg httpstcoacmdprllmj,9,133,13.88888888888889,0,0,0,0,0.0
383,saveleitrim env_pillar ellamcsweeney citizassembly certainly large scale cumulative plantation forestry reducing biodive,16,140,7.8125,3,0,0,1,0.21428571428571427
384,8love past seize future james duffy group 1st year 3rd year athlone community college athlone co w,19,140,5.409090909090909,0,0,0,2,-0.08333333333333333
385,8love past seize future james duffy group 1st year 3rd year athlone community college athlone co w,19,140,5.409090909090909,0,0,0,2,-0.08333333333333333
386,8love past seize future james duffy group 1st year 3rd year athlone community college athlone co httpstcoaw46e4gq69,17,140,6.05,0,0,0,0,-0.08333333333333333
387,1000 school took part final 10 vote 1follow u twitter andor facebook httpstcolvsqcbv32b,21,140,5.130434782608695,7,0,1,0,0.0
388,6the hare isabelle clancy group 3rd 6th class scoil bhride lackagh cokildare follow twitter andor httpstcoe6vgzflx,15,139,6.722222222222222,1,0,0,0,0.0
389,farmers4safety great steering group meeting morning eipagri irishrurallink bride_project duncan,15,140,7.8125,4,1,0,2,0.8
390,great steering group meeting morning eipagri irishrurallink bride_project httpstco1p01fdaar0,13,136,8.785714285714286,4,1,0,1,0.8
391,nfgws latest edition rural water news magazine available download httpstcoj0tc2zz3l6 anforamuisce epac,18,140,6.2631578947368425,5,0,0,2,0.3
392,carlowleo benefit optimization niall mcmanus earthroute tell new food waste management programme,21,140,5.363636363636363,4,0,0,1,-0.03181818181818183
393,reminder farmer reminded apply 2022 basic payment scheme bps midnight monday may 16,20,138,5.571428571428571,6,0,1,2,0.0
394,final reminder farmer reminded apply 2022 basic payment scheme bps midnight tonight,19,140,5.9,5,0,1,2,0.0
395,latest edition rural water news magazine available download httpstcoj0tc2zz3l6 httpstcoloh9tpkkdq,16,132,7.1875,5,0,0,0,0.3
396,reminder farmer reminded apply 2022 basic payment scheme bps midnight monday may 16,20,138,5.571428571428571,6,0,1,2,0.0
397,env_pillar ellamcsweeney citizassembly certainly large scale cumulative plantation forestry reducing httpstcof46jqo1xgw,14,139,9.0,2,0,0,0,0.21428571428571427
398,oonagheats bordbia loc_enterprise udarasnag entirl inter_trade food_ni blasnaheireann httpstcotv8bfxv4r,10,134,12.5,0,0,0,0,0.0
399,mcodublin saturday mco enjoyed facilitating another fantastic deliberative dialogue session,18,139,6.777777777777778,3,0,0,2,0.45
400,saturday mco enjoyed facilitating another fantastic deliberative dialogue session httpstcoju88yfigs1,14,125,8.0,1,0,0,1,0.45
401,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
402,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
403,teagasc martin heydon td minister state department agriculture food marine kildalton college week,24,140,4.875,9,0,0,2,0.0
404,seems large outbreak currently scotland,11,72,5.636363636363637,4,0,0,0,0.10714285714285714
405,restriction assembly live bird lifted today bird gathering show sale permitted,20,140,5.666666666666667,7,0,0,1,0.13636363636363635
406,restriction assembly live bird lifted today bird gathering show sale permitted,20,140,5.666666666666667,7,0,0,1,0.13636363636363635
407,saveleitrim biodiversityweek2022 hope greenparty_ie fiannafailparty fine,13,140,9.846153846153847,2,1,0,1,0.4166666666666667
408,farmers4safety delighted featured farmersjournal click read article httpstcox7hybgwljp eipagri agr,15,140,6.833333333333333,7,1,0,2,0.7
409,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
410,gra_ghg calling agricultural researcher amp learn new opportunity fund ghg research collaboration,20,143,6.15,6,1,0,3,0.13636363636363635
411,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
412,botanist_rach louisschipper awecking mpi_nz garylanigan1 info check web httpstcovqezdj0mbh,14,140,9.071428571428571,3,0,0,1,0.0
413,animalwelfareie watch_welfare banbloodsports horseslaughter_ banhorseracingi banhorseracing1 httpstco8kcvmqbf6s,8,139,16.5,0,0,0,0,0.0
414,mpi_nz information webinar 1 2022 joint research call ireland new zealand 18 may httpstcomtdznoy7b,17,137,6.666666666666667,2,0,2,1,0.13636363636363635
415,calling agricultural researcher amp learn new opportunity fund ghg research coll httpstcotrf8a0inhq,19,144,6.578947368421052,6,1,0,1,0.13636363636363635
416,mpi_nz new zealand ireland signed joint initiative allowing researcher country work together proposal,22,140,5.409090909090909,7,0,0,2,0.13636363636363635
417,carlowleo benefit optimization niall mcmanus earthroute tell new food waste management programme,21,140,5.363636363636363,4,0,0,1,-0.03181818181818183
418,animalwelfareie banbloodsports watch_welfare horseslaughter_ banhorseracingi banhorseracing1 httpstconizdtuukyh,8,139,16.5,0,0,0,0,0.0
419,carlowleo benefit optimization niall mcmanus earthroute tell new food waste management programme,21,140,5.363636363636363,4,0,0,1,-0.03181818181818183
420,saveleitrim citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan npwsbiodata mich,11,140,11.818181818181818,0,0,0,1,0.0
421,benefit optimization niall mcmanus earthroute tell new food waste management prog httpstcohsv2xyrjp,19,140,6.0,4,0,0,0,-0.03181818181818183
422,midshannon npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm niallryan3,12,140,10.75,0,0,0,2,0.0
423,minister martinheydonfg launched new research initiative new zealand minister damienoconno,16,140,7.8125,3,0,0,1,0.13636363636363635
424,eoinmauricedaly appalling ireland going produce baby formula american cant bare idea bre httpstcouu4bfdfmft,19,140,6.421052631578948,6,0,0,0,-0.09999999999999999
425,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
426,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
427,savekerry fyi one last remaining hen harrier pair nw cork department agri,22,140,5.409090909090909,7,0,0,3,0.0
428,savekerry fyi one last remaining hen harrier pair nw cork department agri,22,140,5.409090909090909,7,0,0,3,0.0
429,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
430,peterryaneire npaie irelandinnz ibnnzwgtn globalirish b_oconnell ei_anz bradburgessnz httpstcokl8bmugwqq,10,134,12.5,0,0,0,3,0.0
431,remember near future hen harrier extinct httpstcoh1ocmcmkav,17,139,7.235294117647059,5,0,0,0,-0.10000000000000002
432,fyi one last remaining hen harrier pair nw cork departm httpstcofbkgixnajz,20,140,6.05,7,0,0,2,0.0
433,dr_a_kelly irishtimes ihrb_ie good look horse racing httpstcofgms8bzrlf,16,139,7.75,3,0,0,0,0.7
434,farmers4safety delighted featured farmersjournal click read article httpstcox7hybgwljp eipagri agr,15,140,6.833333333333333,7,1,0,2,0.7
435,martin heydon td minister state department agriculture food marine kildalton college httpstcoyotegzsqrj,20,139,6.0,8,0,0,1,0.0
436,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
437,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
438,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
439,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
440,animalwelfareie 1100 racehorse died ireland 2021 30 met fate 2022 100 killed,23,139,5.0,3,0,2,8,-0.2
441,1100 racehorse died ireland 2021 30 met fate 2022 100 killed whi httpstcop6qzmodmi,22,140,5.318181818181818,3,0,2,7,-0.2
442,animallawie every weekend raced illegally highly organised race national road motorway need b,22,140,5.409090909090909,6,0,0,1,0.16
443,reminder farmer reminded apply 2022 basic payment scheme bps midnight tomorrow monday,19,140,6.0,5,0,1,2,0.0
444,reminder farmer reminded apply 2022 basic payment scheme bps midnight tomorrow monday,19,140,6.0,5,0,1,2,0.0
